Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB23,OUT046,3627.4081298151796
FDR49,OUT045,690.2420951205218
FDB03,OUT010,1905.1618086022409
FDN39,OUT045,2631.2901356564093
FDX02,OUT027,4982.915981342167
FDQ16,OUT027,3193.318575001951
FDU35,OUT018,1330.8121669161094
NCT29,OUT013,1962.650049554789
FDZ27,OUT046,826.3286926993715
FDN57,OUT017,2347.9667557114876
FDA03,OUT018,2096.955724171718
FDZ36,OUT045,2929.0363898816686
NCU05,OUT013,1327.3155112964848
FDT39,OUT018,2200.9153356935153
FDK60,OUT017,1709.7241014387898
FDZ25,OUT017,2851.635689170384
FDG12,OUT046,1921.1484328138176
DRB01,OUT019,1156.414427311281
NCC43,OUT027,5370.969233177317
FDX13,OUT019,2032.8488671200166
FDM22,OUT049,1034.5549589356747
FDJ03,OUT027,2312.499818195486
FDU14,OUT018,3686.588473963035
FDB33,OUT010,638.2996195723753
FDP27,OUT046,3011.8010413446027
FDO38,OUT010,-671.8269488729836
FDE28,OUT027,5143.842335102432
FDO27,OUT035,1702.023841469677
DRL23,OUT027,3172.651605497702
FDS28,OUT046,972.9815174759092
FDX24,OUT013,1548.3924473374757
FDZ02,OUT035,1760.1888985822497
FDL46,OUT045,1809.4857796140177
FDS60,OUT027,4300.15857374255
NCO06,OUT017,632.5544990163019
FDO16,OUT035,1540.279838570161
FDC60,OUT049,1550.6484286800198
FDA48,OUT018,3194.7317792296535
FDZ36,OUT027,4474.189522190758
FDK27,OUT045,1886.7093912348773
FDW23,OUT018,386.87608124555163
FDM14,OUT018,1512.5478161700871
FDM14,OUT013,1789.3402408966
FDW60,OUT018,2614.5060459856327
FDE21,OUT013,1914.8824502926586
NCM42,OUT035,1892.7877819273094
FDY59,OUT010,-377.10856503908826
DRI49,OUT049,1367.872065111482
FDT28,OUT019,510.30131131942494
FDQ22,OUT018,408.486311806343
FDR60,OUT049,1297.278200056881
FDC50,OUT019,-438.58542015039734
FDV24,OUT013,2444.4469249411272
DRF48,OUT010,1091.5943474679152
FDQ47,OUT046,646.0280524789068
DRN36,OUT049,1705.0839168080622
NCY06,OUT035,2176.218675055015
FDE52,OUT035,1654.5935900691418
NCB54,OUT045,1944.4388450241718
NCF31,OUT035,2556.015323690318
FDJ08,OUT027,4447.756983853924
NCC07,OUT017,1794.3470621631043
NCD19,OUT027,2333.2553501248485
FDL46,OUT049,2023.497578304793
FDM20,OUT045,3830.9354821734814
NCI06,OUT010,930.250307526107
DRM11,OUT035,4223.719014235672
NCH07,OUT018,2212.0868291392
FDS23,OUT013,2086.5713533275257
FDO49,OUT018,604.1239599507936
FDS35,OUT049,1161.0853774452867
DRK39,OUT045,1265.1815012540342
DRI39,OUT049,1036.2369177412936
FDV04,OUT017,2643.56092157266
NCN14,OUT035,3004.012452195105
FDH08,OUT013,3703.0333483259765
FDS20,OUT046,2912.859264965061
FDV40,OUT049,1343.4237503007346
FDZ48,OUT010,-147.08502781338962
FDS24,OUT027,2917.295861548905
FDK44,OUT049,2850.4134262937123
FDS48,OUT045,2350.5170976644163
FDK26,OUT010,1115.3859647692589
FDD23,OUT045,2976.8495539494047
NCH54,OUT017,2614.534515148494
NCP14,OUT010,-250.08367988548355
FDM60,OUT010,-1190.391066858473
FDV24,OUT017,2509.5671026686027
FDH08,OUT018,3360.903621213493
FDS12,OUT027,3461.737017349849
FDR39,OUT027,4313.519480155361
FDP12,OUT027,2128.153277860111
DRF60,OUT027,5173.704638889572
FDC09,OUT035,1857.7831813239877
FDF50,OUT018,2908.9853168645527
FDG28,OUT035,4050.4261594253917
NCE19,OUT017,992.160611988967
NCM53,OUT010,-199.9285314475777
NCN18,OUT049,1877.4794434677124
FDF32,OUT035,3299.1332001426945
FDF11,OUT013,3876.3880601360383
DRI59,OUT049,3652.313143231895
NCG54,OUT035,2808.7618563702063
FDM44,OUT046,1647.9667580549863
FDT57,OUT018,3471.44566653168
FDV24,OUT046,2404.5881279238424
FDI50,OUT019,1763.8153769142198
FDS09,OUT035,1043.2673465588816
NCC31,OUT027,3899.7221079817277
FDQ07,OUT019,1596.818925028854
FDC22,OUT017,3174.8648391780985
FDZ56,OUT046,2704.3627162102493
FDZ40,OUT019,-991.3240498489929
FDS46,OUT027,3401.360241426641
DRD24,OUT045,2170.674191842765
FDV45,OUT017,3109.8119006153884
FDL26,OUT045,2409.303512912836
FDA56,OUT018,1717.4888980843423
FDN27,OUT046,1901.581934071176
FDM20,OUT049,3978.618876418174
FDO16,OUT017,1471.5523147515032
FDL03,OUT035,3300.0943131362515
FDE58,OUT046,1880.9420457459923
FDI02,OUT027,3285.097062313238
NCC55,OUT019,-1296.325726581842
FDR03,OUT018,3046.0682082148037
FDB14,OUT017,1633.362007957784
FDR45,OUT013,3820.3457422823885
NCN07,OUT017,2164.172932087861
FDM51,OUT019,-186.76207275788556
FDT52,OUT027,5369.580129555134
FDL26,OUT046,2454.739112362931
NCZ42,OUT046,3766.0619105128326
DRI47,OUT019,427.2555905993454
FDW40,OUT013,2318.828732143649
FDN34,OUT046,2755.557795096788
FDS01,OUT035,2994.121459203321
NCG55,OUT045,1776.7651766245149
FDC11,OUT035,1536.3172673492518
FDX35,OUT018,3350.903926723277
NCB06,OUT046,2518.6643654632894
FDR09,OUT019,2192.3930362771707
FDC53,OUT017,1691.1661000777578
FDY45,OUT013,4077.9996614402557
FDA22,OUT010,756.1188218472747
FDE02,OUT035,1671.678307659863
FDW21,OUT045,1627.3239863213273
FDV34,OUT046,1267.6932546059172
FDS59,OUT049,1906.0275448645402
NCW17,OUT017,2135.8206444646307
NCK54,OUT046,1866.336833456981
FDG17,OUT019,2016.4512629722158
FDG35,OUT017,2915.976465761605
FDD08,OUT010,-1251.7585430923614
NCO07,OUT017,3438.9969553542296
FDJ10,OUT010,266.45985697552976
FDW36,OUT017,1785.764286777213
FDW21,OUT010,-204.0730620696479
FDY19,OUT017,2003.1094449728212
DRE03,OUT013,813.5358507019291
NCC55,OUT049,724.9856979270145
FDH52,OUT010,-810.9059067177338
FDO09,OUT017,4307.020113359045
FDU43,OUT045,3759.5236048618053
FDX09,OUT010,866.4774655658061
FDH40,OUT019,-512.8501986435836
FDW58,OUT017,1801.620503519972
FDC47,OUT017,3680.983011305788
NCR41,OUT035,1626.0832752405956
DRG49,OUT035,3995.799514819833
FDC52,OUT027,3940.4172454952563
FDY13,OUT046,1231.1076380911481
FDY35,OUT013,832.938883164906
FDI35,OUT017,2997.5695073663264
NCU18,OUT049,2331.152069947444
FDY33,OUT018,2284.2952193320775
FDC15,OUT027,3925.5454653704232
FDU01,OUT049,3119.270801079528
NCU42,OUT046,2685.2497065681027
NCV29,OUT018,2533.0815403303463
NCY30,OUT017,2987.999781742571
FDQ46,OUT049,1893.4788040832796
FDG58,OUT027,3940.279872468261
FDK33,OUT017,3494.452866208726
NCD07,OUT045,1767.107170386028
NCX29,OUT027,3720.1871860099354
NCT42,OUT013,2386.0193136783973
DRN59,OUT035,899.6593800256865
FDI44,OUT035,1421.1415408566913
FDA45,OUT049,2897.6693846803087
FDP31,OUT045,1024.2999455457616
FDY01,OUT046,1865.265465082577
FDT09,OUT018,1910.2601720043076
DRH03,OUT027,2986.263701000717
FDA36,OUT018,2710.39509755036
NCF31,OUT017,2527.6651859033523
FDG14,OUT049,2562.92750966042
FDG28,OUT027,5378.350139768701
FDU14,OUT049,4055.61917398797
FDY47,OUT019,246.92676454600957
FDI56,OUT049,1558.615337923102
DRD01,OUT013,997.6782148641682
FDM22,OUT046,977.7787573985179
FDH33,OUT013,730.4012618144765
DRZ24,OUT013,1913.120354128098
NCQ38,OUT046,1682.3915491846647
FDO16,OUT027,2831.7360759936155
FDU07,OUT027,3832.4935950779677
NCB07,OUT013,3080.4555915137
FDU48,OUT045,2046.1067495312118
NCM43,OUT045,2544.494454728634
FDR31,OUT010,444.8148293634507
DRK49,OUT018,414.04783500362305
NCI30,OUT010,1919.216591350381
DRD60,OUT017,2970.6419417748516
NCG19,OUT046,3663.23316559082
FDH12,OUT035,1803.8828504162145
FDM32,OUT035,1639.710256854409
FDM27,OUT035,2649.2461211557
NCU53,OUT027,4079.780751273341
NCQ18,OUT046,1551.3019553608885
FDS10,OUT013,2882.4751707757564
FDB33,OUT027,3973.653354201558
FDI12,OUT013,1462.814921906185
NCW42,OUT013,3505.8163245511405
NCC06,OUT018,1764.9105275206932
FDW02,OUT017,2179.608772977301
NCD43,OUT017,1774.996355046873
FDM57,OUT018,1117.5410554264433
FDA58,OUT017,3838.57337232469
FDK56,OUT046,2922.707067755873
FDP52,OUT045,3649.2652770166383
FDW20,OUT018,1690.5522927106085
FDS52,OUT049,1739.974077540888
NCT29,OUT018,1620.450317899343
NCL54,OUT013,2804.144110504725
FDC05,OUT045,3110.105652258163
FDF34,OUT035,3328.459758008275
FDP03,OUT027,3491.3984878346705
FDD32,OUT010,-509.16316780273274
FDZ10,OUT045,1991.6773474375277
FDZ40,OUT035,1056.2671898757324
FDD51,OUT018,449.24188621443136
NCY30,OUT019,942.7393503318885
FDP58,OUT017,3503.209486453107
FDV49,OUT017,4288.8435812137905
FDY24,OUT019,-1019.5582599518284
NCO55,OUT017,1794.7221398535742
FDR13,OUT017,2035.9926046722444
FDS51,OUT017,1138.1262386548926
FDP26,OUT045,1600.5364856309277
NCB54,OUT027,3496.009357609185
FDF32,OUT017,3227.200017356943
FDN31,OUT018,2724.853382115321
DRM48,OUT017,690.9707899503729
FDN20,OUT049,2795.378000406746
DRL01,OUT046,3730.6947079702177
FDV56,OUT049,1885.0384575420421
DRH13,OUT027,3179.9060095296436
FDA03,OUT017,2476.363307480765
FDF47,OUT027,4981.998453024409
FDX32,OUT046,2371.6843618507232
FDX57,OUT049,1706.8055679207926
NCA30,OUT045,2874.332563664777
FDO49,OUT013,913.6115876047268
FDL04,OUT019,-232.80019118131418
DRM48,OUT035,750.5400425770182
FDR16,OUT013,3430.1716936039716
NCC19,OUT018,2746.912196721329
NCE42,OUT045,3638.08054627303
FDY24,OUT017,1046.6350075009611
FDH19,OUT049,2893.226211487267
FDJ46,OUT013,2795.136512597683
FDN45,OUT010,1604.545610082875
FDY08,OUT035,2396.4967708968657
FDZ37,OUT035,1613.4107438391252
NCT30,OUT045,667.3557127829122
DRY23,OUT018,451.7851042554789
NCZ30,OUT018,1664.6258070191889
FDC44,OUT018,1512.790421025386
FDB45,OUT035,1840.686650414917
FDY04,OUT013,2678.661766907359
FDM27,OUT046,2491.9688036366356
FDZ43,OUT017,3964.8285985296093
FDT39,OUT019,575.7716583409413
NCC06,OUT019,89.84707822681679
FDL15,OUT027,3903.8909230151007
FDL57,OUT017,4212.603484753668
FDU08,OUT046,1608.4615322546817
FDK40,OUT017,4288.176721581558
FDQ12,OUT010,1720.602198445058
FDS48,OUT017,2525.1906294786436
FDP09,OUT045,3295.969659856392
FDW21,OUT049,1765.669638363328
FDY25,OUT035,3031.3798417066573
DRE13,OUT017,1491.2750309899236
FDV43,OUT019,-1185.4979057420328
FDD22,OUT045,1720.7347766424195
FDM46,OUT019,-452.17739920889585
NCO30,OUT010,1011.7992355118381
FDM25,OUT046,2810.7464391278186
NCN41,OUT049,2042.206796227008
FDU24,OUT045,1468.353304615884
FDZ50,OUT046,2959.2909067412347
FDP45,OUT013,4056.1887075102663
NCM54,OUT045,1927.0907885508022
FDW10,OUT019,880.8459242815563
FDP20,OUT017,2155.0293481059175
FDK32,OUT046,2457.9654317284676
FDN52,OUT049,1548.8508866242314
FDM58,OUT045,1781.452026666876
FDZ46,OUT027,3232.144382542754
NCA18,OUT018,1582.4829566590747
FDD35,OUT046,1967.776254907486
NCK31,OUT035,958.2964251269423
FDI40,OUT027,3099.9882837660575
FDT50,OUT019,-300.69347413511355
NCT06,OUT046,2600.600174577993
FDT31,OUT035,3139.094072793086
FDT45,OUT049,984.2368309539916
FDT13,OUT045,2915.1023741776303
FDO50,OUT045,1400.564120632912
NCU18,OUT010,307.6656044705519
NCR54,OUT049,3154.5031824348334
NCO18,OUT018,2541.0798087477465
FDU09,OUT045,914.5591290326122
FDT13,OUT018,2714.207970386922
FDE09,OUT046,1821.3705999962053
NCK53,OUT019,-284.4500319896252
FDG45,OUT049,3498.090222287191
DRH15,OUT035,875.8399053868582
FDO21,OUT019,1716.06939109496
FDD14,OUT027,4313.27349773945
FDC09,OUT046,1713.4781179236857
FDH45,OUT027,2215.432006446692
FDV32,OUT046,1067.6714684349326
FDG12,OUT035,2123.74781841563
FDS32,OUT013,2324.205334402029
NCL55,OUT018,3663.888481187381
DRE01,OUT035,3945.3799326785734
DRE15,OUT049,1351.7746335757442
NCL42,OUT045,3809.433804436483
FDP31,OUT013,1097.2198931982532
FDN33,OUT018,1270.270148669019
FDZ59,OUT046,2661.0720814502833
FDE45,OUT010,928.1818623843915
FDJ07,OUT013,1951.2635219880176
FDQ45,OUT018,2717.079990435367
FDM33,OUT027,4911.981968888502
FDO15,OUT010,-609.0872061846078
FDM46,OUT013,1503.8275127305467
FDR03,OUT045,3251.622965624574
FDY49,OUT018,2431.645921570156
FDQ60,OUT045,1874.740603323551
FDW10,OUT049,2912.6039819524813
FDO51,OUT049,907.2319948903453
FDJ40,OUT018,1525.8001173538955
FDS20,OUT018,2624.520636362141
FDU45,OUT013,1892.2882768409422
FDV02,OUT035,2838.7234750473585
FDN09,OUT046,3837.293716459577
NCM55,OUT027,4384.709611344435
FDN23,OUT018,2079.60018673717
FDY31,OUT010,414.29782725512484
FDW03,OUT010,-131.3255886256411
FDD14,OUT046,2876.753513078859
FDV23,OUT017,2107.46489587913
DRI03,OUT045,2723.455132823853
FDN13,OUT035,1719.6714497182334
FDF45,OUT027,2500.6894334655804
FDU46,OUT035,1627.7571226395778
FDB57,OUT049,3671.701951183388
FDV12,OUT049,1770.3064600885366
FDQ58,OUT013,2459.9079669847565
NCA18,OUT017,1943.219388662004
FDH52,OUT049,1178.459471968368
FDM24,OUT018,2164.113256976766
NCP43,OUT027,4309.764437533335
NCO18,OUT019,894.7645591997848
FDM32,OUT017,1561.1553224329343
NCL07,OUT017,735.3484927944482
FDK03,OUT013,4072.182296726129
FDP59,OUT017,1797.3852993357998
FDQ24,OUT049,4075.180413604137
FDQ16,OUT018,1492.090274460162
FDU44,OUT013,2637.0854685993268
FDH28,OUT010,-1236.8451769580277
FDV28,OUT019,-1294.5195679891797
FDM22,OUT045,880.6490861267814
FDR56,OUT046,3142.6765142576483
FDV39,OUT049,3238.170161334913
FDU37,OUT019,-567.4748855686105
FDQ11,OUT010,2213.950907674842
FDX02,OUT045,3469.1468249654736
NCS42,OUT018,1197.6193340461655
FDY57,OUT027,3010.1494764243994
FDB21,OUT049,3897.77873891882
FDE28,OUT017,3765.4043476632514
FDQ55,OUT017,1986.2894377110283
FDA48,OUT049,3605.6008713190736
FDZ19,OUT045,2698.7026781392155
NCC43,OUT045,3883.8759651782234
NCV18,OUT046,1297.3581785707165
NCA42,OUT018,2244.6727947118015
FDY45,OUT046,4056.619379211945
NCC30,OUT045,2754.1111796757054
FDM57,OUT013,1461.313891657321
FDL09,OUT010,744.8555164219864
FDB09,OUT027,3453.1990803280355
FDT44,OUT035,2039.3152896946453
NCT06,OUT027,4044.664045979183
FDX26,OUT049,2999.6170897705606
FDK32,OUT013,2414.626918402254
DRA12,OUT046,2273.3893951477016
FDO46,OUT010,1137.1687712951457
FDE52,OUT013,1495.68590157206
NCH42,OUT045,3556.0020886580755
FDV08,OUT035,872.75138653922
FDB47,OUT018,3061.419188924603
FDC28,OUT010,-131.11797852162636
FDD22,OUT046,1820.6293245953443
FDS07,OUT027,3291.7184645883763
DRI13,OUT045,3360.412277983394
FDG32,OUT018,3214.5166635541714
FDU14,OUT017,4063.1120730398247
FDD28,OUT019,-922.7362477173862
NCP41,OUT017,1852.3297784118831
FDS08,OUT049,2886.9880963117075
FDX47,OUT045,2499.7126143577616
FDC53,OUT019,-251.10468433682536
FDQ19,OUT035,4019.233432388977
FDL14,OUT045,2458.6230229608973
FDM33,OUT019,1554.7702678904823
FDA51,OUT045,1770.2739285839689
FDZ27,OUT018,558.2572950332154
FDT04,OUT046,656.8362919368441
DRC13,OUT049,2138.3585323099446
FDR16,OUT027,4882.415103833897
FDQ03,OUT027,5225.109251266933
FDE38,OUT035,2824.205797323933
DRH23,OUT027,2347.240826349226
FDT11,OUT019,1141.1635900480576
FDD09,OUT035,3012.549929307038
FDR40,OUT045,1333.3933277169601
FDX07,OUT017,3072.1881591582046
FDR07,OUT035,1704.6081922431842
FDA51,OUT017,1957.971073120953
FDT59,OUT019,1764.5907642294094
FDF20,OUT017,3207.80511165771
FDR13,OUT045,1835.7006514426184
FDY26,OUT049,3478.8790469992687
FDW04,OUT017,2232.613670088249
FDK52,OUT017,3685.651652139513
FDN60,OUT049,2591.8128933613043
FDM09,OUT019,848.3764317314797
FDP46,OUT049,1520.3468934671232
FDB50,OUT019,-658.9802768529933
NCQ29,OUT049,4143.947209692493
FDP16,OUT027,5334.260654819738
FDX33,OUT018,2322.068725372652
FDP07,OUT010,1181.4266328179256
FDN22,OUT046,3986.278744906433
FDF39,OUT049,4292.1055487952835
FDS21,OUT017,1162.6645026999447
NCM42,OUT013,1714.7291892612582
FDK50,OUT019,719.2030161067617
DRF13,OUT027,3788.1242211120853
FDH35,OUT018,2332.8388591848725
FDP60,OUT018,1332.151557559112
DRJ49,OUT027,3531.9263752191937
NCT42,OUT019,457.08502660597196
FDE38,OUT049,2775.9440431385665
FDI04,OUT049,3289.7571041492547
NCH54,OUT045,2416.3313888191838
FDT56,OUT049,1102.0172175213968
DRD15,OUT018,3384.6009705289985
FDV58,OUT013,3121.135910775508
FDP21,OUT049,3128.053814522097
FDH05,OUT013,3748.08016017901
FDR10,OUT027,4039.2611823131697
NCP06,OUT045,2290.885933251744
FDF33,OUT049,1829.8205741401648
DRK37,OUT013,3027.000721531659
DRH49,OUT045,1300.105986830972
FDT58,OUT013,2691.6420760924966
FDD41,OUT018,1448.8015646109138
FDP40,OUT018,1560.0161090737704
FDM51,OUT027,3147.9125677518914
FDO45,OUT010,-455.8876199783104
FDW33,OUT010,-216.7395885188737
FDY24,OUT045,902.9040390903581
FDB10,OUT010,1837.4280669011905
FDM40,OUT035,2381.3342225578444
NCI06,OUT017,2954.877811595951
FDW12,OUT019,450.13953583115267
FDX48,OUT027,3971.772473226672
NCW05,OUT027,3121.8062603767235
FDX27,OUT017,1668.9786875034856
DRM37,OUT045,3046.637003235505
FDA38,OUT045,3735.079980090917
FDR36,OUT046,714.3164399790375
FDZ45,OUT046,3151.295378028266
FDG05,OUT017,2667.5921583416252
FDK28,OUT013,4116.568678990818
FDV47,OUT045,1326.1562620809661
FDN21,OUT045,2481.3541754965504
FDP20,OUT027,3541.4355218396063
FDI35,OUT045,2825.2905206059763
DRY23,OUT013,675.0922680867145
FDA56,OUT017,2092.247734366637
FDB09,OUT013,2007.4472149507528
NCO26,OUT027,3302.993755609421
FDQ49,OUT018,2268.252500806423
FDI52,OUT027,3401.5240226628034
FDZ44,OUT027,3344.9558918990497
FDZ09,OUT018,2326.269899175841
FDY03,OUT049,1956.1905635619896
NCG42,OUT017,2129.975441323701
DRI13,OUT027,4897.061308976758
FDQ32,OUT013,2092.7214292929048
FDW16,OUT035,1669.262435574557
FDU27,OUT046,800.963550626281
FDR28,OUT010,738.8303406275239
FDQ49,OUT010,655.8755234527606
FDS37,OUT046,1879.9315681483945
FDW26,OUT018,3246.478480750907
FDX12,OUT018,3588.7332755918837
NCP06,OUT013,2410.3640270012093
FDW45,OUT010,411.23850163344093
NCN30,OUT049,1612.6594593792652
FDN24,OUT049,968.1168412499196
NCL41,OUT027,1998.8489012867772
FDR02,OUT019,-117.4096101174232
FDD09,OUT010,977.4259841516628
FDS33,OUT010,-430.14642363466356
FDU22,OUT045,1843.5545093755331
FDI53,OUT013,2643.832772862156
DRH01,OUT049,2861.257121860039
FDX32,OUT013,2347.7667354509786
NCP30,OUT018,380.1845009984744
FDB60,OUT045,3052.023451371845
FDB14,OUT049,1639.9538450092762
NCP02,OUT035,1088.668947952794
FDJ10,OUT017,2376.975365089458
FDG34,OUT046,1845.036801237105
NCB18,OUT017,1505.2152583593238
FDM16,OUT049,1369.825436923672
FDW25,OUT018,1105.6455829587803
FDB35,OUT010,-392.9018188203179
DRN11,OUT013,2273.9101007285817
FDF41,OUT019,1982.5638931635358
FDH16,OUT045,1368.2177685575289
NCQ50,OUT018,3067.689987177637
DRH23,OUT018,622.1358799155361
DRJ37,OUT013,2437.998262877281
DRJ24,OUT027,4351.434631454011
FDY16,OUT035,3091.175225067271
FDQ27,OUT045,1683.5522051770267
FDZ33,OUT045,2291.5010858427995
FDF29,OUT045,2091.759805793112
FDA08,OUT049,2745.7383466235206
FDG31,OUT046,1094.3138125616433
FDE34,OUT019,1090.9012893725792
NCR30,OUT027,2626.8959466169526
FDV33,OUT035,4278.078727117241
DRZ24,OUT018,1659.7728145277492
NCL54,OUT035,2869.7113258549166
FDR12,OUT049,2902.2383336187563
NCC54,OUT046,3782.0395237775474
DRN59,OUT013,805.4588442896275
FDX50,OUT019,-132.5654268743076
FDV31,OUT027,4272.447981089823
NCA29,OUT027,4180.778857534315
FDW60,OUT049,2972.4127797153137
FDX08,OUT017,3014.3755220910884
DRD49,OUT013,3721.1610537918123
FDD33,OUT046,3644.2379679058286
FDW35,OUT013,765.5332943775114
FDJ36,OUT017,1789.3799213972522
FDV51,OUT035,2800.4385048667577
FDW36,OUT046,1719.5927200452759
FDH35,OUT046,2628.9629411042547
NCS30,OUT027,3509.8716356377226
FDN49,OUT017,782.5453161476701
FDL08,OUT018,3616.846901244938
FDI09,OUT013,3846.0368905404284
FDP19,OUT018,1765.520971574011
FDU21,OUT010,-1304.4891992080968
NCP41,OUT045,1650.4684481420936
FDY10,OUT013,1844.530109014558
FDP12,OUT018,401.52444775524975
NCN26,OUT049,1947.3106105803063
FDK44,OUT013,2754.897453814441
FDC28,OUT049,1861.0831458517714
FDJ41,OUT027,5617.3643450699055
NCT29,OUT035,2098.2184904056116
NCH42,OUT019,1696.2121237598492
FDU60,OUT018,2426.1373951873893
FDS02,OUT045,3018.071981006411
FDC51,OUT046,2037.6231204983146
FDU03,OUT013,2964.981745614562
FDX39,OUT045,3334.1642102314727
NCY05,OUT010,-1311.2195806851828
NCL06,OUT027,5522.754167716359
FDD32,OUT035,1511.3649893751547
NCN41,OUT045,1874.2999281645066
NCX53,OUT049,2341.8098237210497
FDU57,OUT019,519.6547002658369
FDQ23,OUT046,1694.373268032761
FDQ52,OUT045,3846.1781572961145
FDC14,OUT045,667.1843122034666
FDY09,OUT035,2965.216605108534
FDQ28,OUT045,2470.9610942927184
FDV25,OUT046,3478.3781722448207
FDJ07,OUT035,2030.8436821638347
DRB25,OUT049,1789.0963116426765
FDK52,OUT019,1655.1008799107756
FDY52,OUT027,2509.4417774849776
FDB28,OUT046,3132.49279050629
FDT36,OUT035,751.9458221334912
FDV25,OUT017,3629.050896225417
NCN07,OUT027,3519.4946372005443
FDC57,OUT017,3214.1675618384247
FDQ03,OUT018,3506.275697059074
FDU23,OUT017,2776.850458173471
NCX41,OUT035,3494.3870798157827
NCD06,OUT035,892.0491769480413
FDW08,OUT045,1596.3699425472798
NCU29,OUT017,2377.0501054139745
NCE06,OUT013,2562.4840082036567
FDV52,OUT010,-12.075404902298487
FDB02,OUT017,2969.082853597979
NCR18,OUT045,642.4294388070682
FDK16,OUT049,1648.340315440001
NCQ29,OUT010,2118.294357903951
FDZ01,OUT019,-158.5768154359639
FDW27,OUT035,2669.894932814143
FDD17,OUT018,3497.63354630168
FDW39,OUT013,2895.408221346058
DRH59,OUT045,1106.580977102385
FDS52,OUT013,1693.0780392138065
FDU40,OUT027,4555.025717474815
NCF54,OUT013,2765.737160158663
FDH46,OUT045,1646.653919456128
NCP14,OUT049,1730.1493503940644
FDH50,OUT049,3102.614128502484
DRF15,OUT010,525.1273573260288
FDV27,OUT027,2922.504206497987
NCJ06,OUT049,2003.8734889510192
FDN02,OUT018,2975.3892312508888
FDQ51,OUT049,930.5526382582837
FDQ07,OUT017,3665.275689494347
FDS45,OUT049,1748.896064302572
NCJ06,OUT045,1853.0796755798046
FDD36,OUT035,2040.7754504567965
FDY25,OUT045,2841.6630483487547
FDU52,OUT046,2474.0068668778677
DRK47,OUT017,3650.925716589363
NCL30,OUT017,2134.986958167197
FDN22,OUT035,4141.478791814787
NCF30,OUT027,3426.206916778913
