Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC31,OUT027,5041.821497446804
FDQ07,OUT019,471.3068466911764
FDC22,OUT017,3011.5252991596644
FDZ56,OUT046,2633.839843902438
FDZ40,OUT019,207.13050352504646
FDS46,OUT027,2846.4008225165553
DRD24,OUT045,2117.451380327869
FDV45,OUT017,3190.643467582416
FDL26,OUT045,2432.6625807321775
FDA56,OUT018,2006.4707423197492
FDN27,OUT046,1892.0661445161302
FDM20,OUT049,3805.9486041666655
FDO16,OUT017,1349.5129043321308
FDL03,OUT035,3011.5252991596644
FDE58,OUT046,1892.0661445161302
FDI02,OUT027,2846.4008225165553
NCC55,OUT019,207.13050352504646
FDR03,OUT018,3805.9486041666655
FDB14,OUT017,1349.5129043321308
FDR45,OUT013,3805.9486041666655
NCN07,OUT017,2117.451380327869
FDM51,OUT019,207.13050352504646
FDT52,OUT027,5041.821497446804
FDL26,OUT046,2432.6625807321775
NCZ42,OUT046,3805.9486041666655
DRI47,OUT019,471.3068466911764
FDW40,OUT013,2117.451380327869
FDN34,OUT046,2633.839843902438
FDS01,OUT035,2843.5697892156873
NCG55,OUT045,1892.0661445161302
FDC11,OUT035,1349.5129043321308
FDX35,OUT018,3549.8509475083047
NCB06,OUT046,2633.839843902438
FDR09,OUT019,471.3068466911764
FDC53,OUT017,1559.9736407643304
FDY45,OUT013,4125.1744745406795
FDA22,OUT010,471.3068466911764
FDE02,OUT035,1559.9736407643304
FDW21,OUT045,1559.9736407643304
FDV34,OUT046,1068.5067658349317
FDS59,OUT049,1673.9839872860653
NCW17,OUT017,2117.451380327869
NCK54,OUT046,1892.0661445161302
FDG17,OUT019,471.3068466911764
FDG35,OUT017,2843.5697892156873
FDD08,OUT010,207.13050352504646
NCO07,OUT017,3805.9486041666655
FDJ10,OUT010,207.13050352504646
FDW36,OUT017,1673.9839872860653
FDW21,OUT010,207.13050352504646
FDY19,OUT017,1892.0661445161302
DRE03,OUT013,790.3307954098361
NCC55,OUT049,646.0888157894742
FDH52,OUT010,207.13050352504646
FDO09,OUT017,4125.1744745406795
FDU43,OUT045,3805.9486041666655
FDX09,OUT010,471.3068466911764
FDH40,OUT019,207.13050352504646
FDW58,OUT017,1673.9839872860653
FDC47,OUT017,3549.8509475083047
NCR41,OUT035,1559.9736407643304
DRG49,OUT035,3549.8509475083047
FDC52,OUT027,5041.821497446804
FDY13,OUT046,1068.5067658349317
FDY35,OUT013,790.3307954098361
FDI35,OUT017,3190.643467582416
NCU18,OUT049,2117.451380327869
FDY33,OUT018,2633.839843902438
FDC15,OUT027,5041.821497446804
FDU01,OUT049,3190.643467582416
NCU42,OUT046,2633.839843902438
NCV29,OUT018,2843.5697892156873
NCY30,OUT017,3190.643467582416
FDQ46,OUT049,1673.9839872860653
FDG58,OUT027,5041.821497446804
FDK33,OUT017,3805.9486041666655
NCD07,OUT045,1892.0661445161302
NCX29,OUT027,5041.821497446804
NCT42,OUT013,2432.6625807321775
DRN59,OUT035,790.3307954098361
FDI44,OUT035,1349.5129043321308
FDA45,OUT049,2843.5697892156873
FDP31,OUT045,1068.5067658349317
FDY01,OUT046,1892.0661445161302
FDT09,OUT018,2117.451380327869
DRH03,OUT027,2846.4008225165553
FDA36,OUT018,3190.643467582416
NCF31,OUT017,2432.6625807321775
FDG14,OUT049,2432.6625807321775
FDG28,OUT027,5041.821497446804
FDU14,OUT049,4125.1744745406795
FDY47,OUT019,207.13050352504646
FDI56,OUT049,1349.5129043321308
DRD01,OUT013,1068.5067658349317
FDM22,OUT046,1068.5067658349317
FDH33,OUT013,646.0888157894742
DRZ24,OUT013,1892.0661445161302
NCQ38,OUT046,1673.9839872860653
FDO16,OUT027,2846.4008225165553
FDU07,OUT027,5041.821497446804
NCB07,OUT013,3011.5252991596644
FDU48,OUT045,2117.451380327869
NCM43,OUT045,2633.839843902438
FDR31,OUT010,471.3068466911764
DRK49,OUT018,646.0888157894742
NCI30,OUT010,471.3068466911764
DRD60,OUT017,3190.643467582416
NCG19,OUT046,3549.8509475083047
FDH12,OUT035,1673.9839872860653
FDM32,OUT035,1349.5129043321308
FDM27,OUT035,2432.6625807321775
NCU53,OUT027,5041.821497446804
NCQ18,OUT046,1559.9736407643304
FDS10,OUT013,2843.5697892156873
FDB33,OUT027,5041.821497446804
FDI12,OUT013,1349.5129043321308
NCW42,OUT013,3805.9486041666655
NCC06,OUT018,2117.451380327869
FDW02,OUT017,2006.4707423197492
NCD43,OUT017,1673.9839872860653
FDM57,OUT018,1349.5129043321308
FDA58,OUT017,3549.8509475083047
FDK56,OUT046,3190.643467582416
FDP52,OUT045,3805.9486041666655
FDW20,OUT018,2117.451380327869
FDS52,OUT049,1559.9736407643304
NCT29,OUT018,1892.0661445161302
NCL54,OUT013,2843.5697892156873
FDC05,OUT045,3011.5252991596644
FDF34,OUT035,3011.5252991596644
FDP03,OUT027,2846.4008225165553
FDD32,OUT010,207.13050352504646
FDZ10,OUT045,2117.451380327869
FDZ40,OUT035,1068.5067658349317
FDD51,OUT018,790.3307954098361
NCY30,OUT019,471.3068466911764
FDP58,OUT017,3549.8509475083047
FDV49,OUT017,4125.1744745406795
FDY24,OUT019,207.13050352504646
NCO55,OUT017,1673.9839872860653
FDR13,OUT017,1892.0661445161302
FDS51,OUT017,1068.5067658349317
FDP26,OUT045,1673.9839872860653
NCB54,OUT027,2846.4008225165553
FDF32,OUT017,3011.5252991596644
FDN31,OUT018,3190.643467582416
DRM48,OUT017,646.0888157894742
FDN20,OUT049,2633.839843902438
DRL01,OUT046,3805.9486041666655
FDV56,OUT049,1673.9839872860653
DRH13,OUT027,2846.4008225165553
FDA03,OUT017,2432.6625807321775
FDF47,OUT027,5041.821497446804
FDX32,OUT046,2432.6625807321775
FDX57,OUT049,1559.9736407643304
NCA30,OUT045,3011.5252991596644
FDO49,OUT013,790.3307954098361
FDL04,OUT019,207.13050352504646
DRM48,OUT035,646.0888157894742
FDR16,OUT013,3549.8509475083047
NCC19,OUT018,3011.5252991596644
NCE42,OUT045,3805.9486041666655
FDY24,OUT017,1068.5067658349317
FDH19,OUT049,2843.5697892156873
FDJ46,OUT013,2843.5697892156873
FDN45,OUT010,471.3068466911764
FDY08,OUT035,2006.4707423197492
FDZ37,OUT035,1349.5129043321308
NCT30,OUT045,790.3307954098361
DRY23,OUT018,646.0888157894742
NCZ30,OUT018,2006.4707423197492
FDC44,OUT018,1892.0661445161302
FDB45,OUT035,1673.9839872860653
FDY04,OUT013,2633.839843902438
FDM27,OUT046,2633.839843902438
FDZ43,OUT017,3805.9486041666655
FDT39,OUT019,471.3068466911764
NCC06,OUT019,207.13050352504646
FDL15,OUT027,5041.821497446804
FDL57,OUT017,4125.1744745406795
FDU08,OUT046,1559.9736407643304
FDK40,OUT017,4125.1744745406795
FDQ12,OUT010,471.3068466911764
FDS48,OUT017,2432.6625807321775
FDP09,OUT045,3805.9486041666655
FDW21,OUT049,1559.9736407643304
FDY25,OUT035,3190.643467582416
DRE13,OUT017,1349.5129043321308
FDV43,OUT019,207.13050352504646
FDD22,OUT045,1673.9839872860653
FDM46,OUT019,207.13050352504646
NCO30,OUT010,471.3068466911764
FDM25,OUT046,2843.5697892156873
NCN41,OUT049,2117.451380327869
FDU24,OUT045,1349.5129043321308
FDZ50,OUT046,3190.643467582416
FDP45,OUT013,4125.1744745406795
NCM54,OUT045,2117.451380327869
FDW10,OUT019,471.3068466911764
FDP20,OUT017,2117.451380327869
FDK32,OUT046,2432.6625807321775
FDN52,OUT049,1349.5129043321308
FDM58,OUT045,1673.9839872860653
FDZ46,OUT027,2846.4008225165553
NCA18,OUT018,1892.0661445161302
FDD35,OUT046,2006.4707423197492
NCK31,OUT035,790.3307954098361
FDI40,OUT027,2846.4008225165553
FDT50,OUT019,207.13050352504646
NCT06,OUT046,2633.839843902438
FDT31,OUT035,3190.643467582416
FDT45,OUT049,1068.5067658349317
FDT13,OUT045,3190.643467582416
FDO50,OUT045,1349.5129043321308
NCU18,OUT010,207.13050352504646
NCR54,OUT049,3011.5252991596644
NCO18,OUT018,2843.5697892156873
FDU09,OUT045,1068.5067658349317
FDT13,OUT018,3190.643467582416
FDE09,OUT046,1673.9839872860653
NCK53,OUT019,207.13050352504646
FDG45,OUT049,3805.9486041666655
DRH15,OUT035,790.3307954098361
FDO21,OUT019,471.3068466911764
FDD14,OUT027,5041.821497446804
FDC09,OUT046,1673.9839872860653
FDH45,OUT027,646.0888157894742
FDV32,OUT046,1068.5067658349317
FDG12,OUT035,1892.0661445161302
FDS32,OUT013,2117.451380327869
NCL55,OUT018,4125.1744745406795
DRE01,OUT035,3549.8509475083047
DRE15,OUT049,1349.5129043321308
NCL42,OUT045,3805.9486041666655
FDP31,OUT013,1068.5067658349317
FDN33,OUT018,1349.5129043321308
FDZ59,OUT046,2633.839843902438
FDE45,OUT010,471.3068466911764
FDJ07,OUT013,1892.0661445161302
FDQ45,OUT018,3190.643467582416
FDM33,OUT027,5041.821497446804
FDO15,OUT010,207.13050352504646
FDM46,OUT013,1349.5129043321308
FDR03,OUT045,3805.9486041666655
FDY49,OUT018,2633.839843902438
FDQ60,OUT045,1892.0661445161302
FDW10,OUT049,2843.5697892156873
FDO51,OUT049,790.3307954098361
FDJ40,OUT018,1673.9839872860653
FDS20,OUT018,3190.643467582416
FDU45,OUT013,1892.0661445161302
FDV02,OUT035,2633.839843902438
FDN09,OUT046,3805.9486041666655
NCM55,OUT027,5041.821497446804
FDN23,OUT018,2432.6625807321775
FDY31,OUT010,471.3068466911764
FDW03,OUT010,207.13050352504646
FDD14,OUT046,3190.643467582416
FDV23,OUT017,2006.4707423197492
DRI03,OUT045,2843.5697892156873
FDN13,OUT035,1559.9736407643304
FDF45,OUT027,1068.5067658349317
FDU46,OUT035,1349.5129043321308
FDB57,OUT049,3805.9486041666655
FDV12,OUT049,1559.9736407643304
FDQ58,OUT013,2432.6625807321775
NCA18,OUT017,1892.0661445161302
FDH52,OUT049,1068.5067658349317
FDM24,OUT018,2432.6625807321775
NCP43,OUT027,5041.821497446804
NCO18,OUT019,471.3068466911764
FDM32,OUT017,1349.5129043321308
NCL07,OUT017,646.0888157894742
FDK03,OUT013,4125.1744745406795
FDP59,OUT017,1673.9839872860653
FDQ24,OUT049,4125.1744745406795
FDQ16,OUT018,1673.9839872860653
FDU44,OUT013,2633.839843902438
FDH28,OUT010,207.13050352504646
FDV28,OUT019,207.13050352504646
FDM22,OUT045,1068.5067658349317
FDR56,OUT046,3011.5252991596644
FDV39,OUT049,3011.5252991596644
FDU37,OUT019,207.13050352504646
FDQ11,OUT010,471.3068466911764
FDX02,OUT045,3805.9486041666655
NCS42,OUT018,1349.5129043321308
FDY57,OUT027,2846.4008225165553
FDB21,OUT049,3549.8509475083047
FDE28,OUT017,3549.8509475083047
FDQ55,OUT017,1892.0661445161302
FDA48,OUT049,3549.8509475083047
FDZ19,OUT045,2843.5697892156873
NCC43,OUT045,4125.1744745406795
NCV18,OUT046,1349.5129043321308
NCA42,OUT018,2633.839843902438
FDY45,OUT046,4125.1744745406795
NCC30,OUT045,2843.5697892156873
FDM57,OUT013,1349.5129043321308
FDL09,OUT010,471.3068466911764
FDB09,OUT027,2846.4008225165553
FDT44,OUT035,1892.0661445161302
NCT06,OUT027,5041.821497446804
FDX26,OUT049,3190.643467582416
FDK32,OUT013,2432.6625807321775
DRA12,OUT046,2006.4707423197492
FDO46,OUT010,471.3068466911764
FDE52,OUT013,1349.5129043321308
NCH42,OUT045,3805.9486041666655
FDV08,OUT035,646.0888157894742
FDB47,OUT018,3549.8509475083047
FDC28,OUT010,207.13050352504646
FDD22,OUT046,1892.0661445161302
FDS07,OUT027,2846.4008225165553
DRI13,OUT045,3805.9486041666655
FDG32,OUT018,3549.8509475083047
FDU14,OUT017,4125.1744745406795
FDD28,OUT019,207.13050352504646
NCP41,OUT017,1673.9839872860653
FDS08,OUT049,2843.5697892156873
FDX47,OUT045,2633.839843902438
FDC53,OUT019,207.13050352504646
FDQ19,OUT035,3805.9486041666655
FDL14,OUT045,2432.6625807321775
FDM33,OUT019,471.3068466911764
FDA51,OUT045,1892.0661445161302
FDZ27,OUT018,790.3307954098361
FDT04,OUT046,646.0888157894742
DRC13,OUT049,2006.4707423197492
FDR16,OUT027,5041.821497446804
FDQ03,OUT027,5041.821497446804
FDE38,OUT035,2633.839843902438
DRH23,OUT027,1068.5067658349317
FDT11,OUT019,471.3068466911764
FDD09,OUT035,2843.5697892156873
FDR40,OUT045,1349.5129043321308
FDX07,OUT017,3190.643467582416
FDR07,OUT035,1559.9736407643304
FDA51,OUT017,1892.0661445161302
FDT59,OUT019,471.3068466911764
FDF20,OUT017,3011.5252991596644
FDR13,OUT045,1892.0661445161302
FDY26,OUT049,3805.9486041666655
FDW04,OUT017,2006.4707423197492
FDK52,OUT017,3549.8509475083047
FDN60,OUT049,2633.839843902438
FDM09,OUT019,471.3068466911764
FDP46,OUT049,1349.5129043321308
FDB50,OUT019,207.13050352504646
NCQ29,OUT049,4125.1744745406795
FDP16,OUT027,5041.821497446804
FDX33,OUT018,2633.839843902438
FDP07,OUT010,471.3068466911764
FDN22,OUT046,4125.1744745406795
FDF39,OUT049,4125.1744745406795
FDS21,OUT017,1068.5067658349317
NCM42,OUT013,1673.9839872860653
FDK50,OUT019,471.3068466911764
DRF13,OUT027,5041.821497446804
FDH35,OUT018,2633.839843902438
FDP60,OUT018,1559.9736407643304
DRJ49,OUT027,2846.4008225165553
NCT42,OUT019,471.3068466911764
FDE38,OUT049,2633.839843902438
FDI04,OUT049,3011.5252991596644
NCH54,OUT045,2633.839843902438
FDT56,OUT049,1068.5067658349317
DRD15,OUT018,3805.9486041666655
FDV58,OUT013,3011.5252991596644
FDP21,OUT049,3190.643467582416
FDH05,OUT013,3549.8509475083047
FDR10,OUT027,5041.821497446804
NCP06,OUT045,2432.6625807321775
FDF33,OUT049,1673.9839872860653
DRK37,OUT013,3190.643467582416
DRH49,OUT045,1349.5129043321308
FDT58,OUT013,2633.839843902438
FDD41,OUT018,1673.9839872860653
FDP40,OUT018,1673.9839872860653
FDM51,OUT027,2846.4008225165553
FDO45,OUT010,207.13050352504646
FDW33,OUT010,207.13050352504646
FDY24,OUT045,1068.5067658349317
FDB10,OUT010,471.3068466911764
FDM40,OUT035,2006.4707423197492
NCI06,OUT017,3190.643467582416
FDW12,OUT019,471.3068466911764
FDX48,OUT027,5041.821497446804
NCW05,OUT027,2846.4008225165553
FDX27,OUT017,1559.9736407643304
DRM37,OUT045,3011.5252991596644
FDA38,OUT045,3805.9486041666655
FDR36,OUT046,646.0888157894742
FDZ45,OUT046,3011.5252991596644
FDG05,OUT017,2633.839843902438
FDK28,OUT013,4125.1744745406795
FDV47,OUT045,1349.5129043321308
FDN21,OUT045,2633.839843902438
FDP20,OUT027,2846.4008225165553
FDI35,OUT045,3190.643467582416
DRY23,OUT013,646.0888157894742
FDA56,OUT017,2006.4707423197492
FDB09,OUT013,2117.451380327869
NCO26,OUT027,2846.4008225165553
FDQ49,OUT018,2432.6625807321775
FDI52,OUT027,2846.4008225165553
FDZ44,OUT027,2846.4008225165553
FDZ09,OUT018,2633.839843902438
FDY03,OUT049,1892.0661445161302
NCG42,OUT017,2117.451380327869
DRI13,OUT027,5041.821497446804
FDQ32,OUT013,2117.451380327869
FDW16,OUT035,1349.5129043321308
FDU27,OUT046,790.3307954098361
FDR28,OUT010,471.3068466911764
FDQ49,OUT010,471.3068466911764
FDS37,OUT046,1892.0661445161302
FDW26,OUT018,3549.8509475083047
FDX12,OUT018,3805.9486041666655
NCP06,OUT013,2432.6625807321775
FDW45,OUT010,471.3068466911764
NCN30,OUT049,1559.9736407643304
FDN24,OUT049,1068.5067658349317
NCL41,OUT027,646.0888157894742
FDR02,OUT019,207.13050352504646
FDD09,OUT010,471.3068466911764
FDS33,OUT010,207.13050352504646
FDU22,OUT045,1892.0661445161302
FDI53,OUT013,2633.839843902438
DRH01,OUT049,2843.5697892156873
FDX32,OUT013,2117.451380327869
NCP30,OUT018,646.0888157894742
FDB60,OUT045,3011.5252991596644
FDB14,OUT049,1349.5129043321308
NCP02,OUT035,1068.5067658349317
FDJ10,OUT017,2006.4707423197492
FDG34,OUT046,1673.9839872860653
NCB18,OUT017,1349.5129043321308
FDM16,OUT049,1068.5067658349317
FDW25,OUT018,1349.5129043321308
FDB35,OUT010,207.13050352504646
DRN11,OUT013,2006.4707423197492
FDF41,OUT019,471.3068466911764
FDH16,OUT045,1349.5129043321308
NCQ50,OUT018,3805.9486041666655
DRH23,OUT018,1068.5067658349317
DRJ37,OUT013,2432.6625807321775
DRJ24,OUT027,5041.821497446804
FDY16,OUT035,3190.643467582416
FDQ27,OUT045,1673.9839872860653
FDZ33,OUT045,2432.6625807321775
FDF29,OUT045,2117.451380327869
FDA08,OUT049,2633.839843902438
FDG31,OUT046,1068.5067658349317
FDE34,OUT019,471.3068466911764
NCR30,OUT027,1068.5067658349317
FDV33,OUT035,4125.1744745406795
DRZ24,OUT018,2006.4707423197492
NCL54,OUT035,2843.5697892156873
FDR12,OUT049,2843.5697892156873
NCC54,OUT046,3549.8509475083047
DRN59,OUT013,790.3307954098361
FDX50,OUT019,207.13050352504646
FDV31,OUT027,5041.821497446804
NCA29,OUT027,5041.821497446804
FDW60,OUT049,2843.5697892156873
FDX08,OUT017,3190.643467582416
DRD49,OUT013,3549.8509475083047
FDD33,OUT046,3549.8509475083047
FDW35,OUT013,646.0888157894742
FDJ36,OUT017,1673.9839872860653
FDV51,OUT035,2633.839843902438
FDW36,OUT046,1673.9839872860653
FDH35,OUT046,2633.839843902438
NCS30,OUT027,2846.4008225165553
FDN49,OUT017,646.0888157894742
FDL08,OUT018,3805.9486041666655
FDI09,OUT013,3549.8509475083047
FDP19,OUT018,2006.4707423197492
FDU21,OUT010,207.13050352504646
NCP41,OUT045,1673.9839872860653
FDY10,OUT013,1892.0661445161302
FDP12,OUT018,646.0888157894742
NCN26,OUT049,1892.0661445161302
FDK44,OUT013,2843.5697892156873
FDC28,OUT049,1673.9839872860653
FDJ41,OUT027,5041.821497446804
NCT29,OUT035,2006.4707423197492
NCH42,OUT019,471.3068466911764
FDU60,OUT018,2633.839843902438
FDS02,OUT045,3011.5252991596644
FDC51,OUT046,2006.4707423197492
FDU03,OUT013,3190.643467582416
FDX39,OUT045,3805.9486041666655
NCY05,OUT010,207.13050352504646
NCL06,OUT027,5041.821497446804
FDD32,OUT035,1349.5129043321308
NCN41,OUT045,2117.451380327869
NCX53,OUT049,2117.451380327869
FDU57,OUT019,471.3068466911764
FDQ23,OUT046,1673.9839872860653
FDQ52,OUT045,4125.1744745406795
FDC14,OUT045,646.0888157894742
FDY09,OUT035,2843.5697892156873
FDQ28,OUT045,2432.6625807321775
FDV25,OUT046,3805.9486041666655
FDJ07,OUT035,1892.0661445161302
DRB25,OUT049,1673.9839872860653
FDK52,OUT019,471.3068466911764
FDY52,OUT027,1068.5067658349317
FDB28,OUT046,3011.5252991596644
FDT36,OUT035,646.0888157894742
FDV25,OUT017,3805.9486041666655
NCN07,OUT027,2846.4008225165553
FDC57,OUT017,3011.5252991596644
FDQ03,OUT018,3549.8509475083047
FDU23,OUT017,2633.839843902438
NCX41,OUT035,3805.9486041666655
NCD06,OUT035,790.3307954098361
FDW08,OUT045,1673.9839872860653
NCU29,OUT017,2432.6625807321775
NCE06,OUT013,2633.839843902438
FDV52,OUT010,207.13050352504646
FDB02,OUT017,2843.5697892156873
NCR18,OUT045,646.0888157894742
FDK16,OUT049,1559.9736407643304
NCQ29,OUT010,471.3068466911764
FDZ01,OUT019,207.13050352504646
FDW27,OUT035,2633.839843902438
FDD17,OUT018,3805.9486041666655
FDW39,OUT013,2843.5697892156873
DRH59,OUT045,1068.5067658349317
FDS52,OUT013,1559.9736407643304
FDU40,OUT027,5041.821497446804
NCF54,OUT013,2843.5697892156873
FDH46,OUT045,1673.9839872860653
NCP14,OUT049,1673.9839872860653
FDH50,OUT049,3190.643467582416
DRF15,OUT010,471.3068466911764
FDV27,OUT027,2846.4008225165553
NCJ06,OUT049,2117.451380327869
FDN02,OUT018,3549.8509475083047
FDQ51,OUT049,790.3307954098361
FDQ07,OUT017,3549.8509475083047
FDS45,OUT049,1673.9839872860653
NCJ06,OUT045,2117.451380327869
FDD36,OUT035,1892.0661445161302
FDY25,OUT045,3190.643467582416
FDU52,OUT046,2432.6625807321775
DRK47,OUT017,3549.8509475083047
